glycan,Y-NO,Y-WT,YA-NO,YA-WT,YF-NO,YF-WT,YI-NO,YI-WT
Agalactosylation,33.9854163707835,34.0644753930657,46.7526751328497,44.8023700448741,44.4021277462667,43.9396526227667,41.6658611536196,37.3990095844518
Galactosylation,42.192055333225,42.3690864262198,18.0585921729701,17.4242661535586,33.4164136491907,32.7116713289525,21.9166944976143,20.7497260841546
Sialylation,5.42376683514183,5.39069879414786,1.50600481056539,1.83504844908894,4.21992460426116,4.12051354387571,2.41996225970745,2.80328492402155
Sialylation (A2),4.85657348653073,4.84713039102053,0.650240107705577,0.898921984312107,3.61084446121515,3.44285654589277,1.22607590062803,1.24117324762865
Bisection,3.605038223493,3.79503298428,1.69658296194645,1.57690056475859,4.4043289941532,4.26240823658336,1.87165462405958,1.65299132806255
High Mannose,5.14117162678612,5.21290466676598,9.49574907562897,10.8021169340637,5.54802975566528,6.19494262130357,14.2664182629746,16.9876045406945
Antennary fucosylation,0.457734931110614,0.418425576654477,0,0,0.318249714159332,0.30969692242543,0,0
Monoantennary,10.0350230641832,10.1929681190972,12.9068125435577,13.2328220518043,11.6266923138725,11.5622017233526,13.1276118264035,13.7983175549046
Hybrid,7.44020498657473,6.9831231825148,19.6623691932721,20.3631811397141,8.38130752324111,9.10629676946534,23.3123703774274,25.5140356229467
